Initialized empty Git repository in C:/warren-bank-releases/.git/
2025-02-10 URL:https://codeload.github.com/warren-bank/expo-docs-ebook/legacy.zip/refs/tags/v2.0.0 [619588] -> "warren-bank-releases/expo-docs-ebook/v2.0.0/source/expo-docs-ebook-v2.0.0.zip" [1]
2025-02-10 URL:https://objects.githubusercontent.com/github-production-release-asset-2e65be/172751036/7b283680-39a9-11e9-93ef-477f5a264fd9?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=releaseassetproduction%2F20250210%2Fus-east-1%2Fs3%2Faws4_request&X-Amz-Date=20250210T215015Z&X-Amz-Expires=300&X-Amz-Signature=db76c6323ea56fa59820256a8ce08333dd67a5885cb3c11db2a7fad75f8d2903&X-Amz-SignedHeaders=host&response-content-disposition=attachment%3B%20filename%3Dexpo-sdk-v32.0.0.epub&response-content-type=application%2Foctet-stream [11085010/11085010] -> "warren-bank-releases/expo-docs-ebook/v1.0.0/expo-sdk-v32.0.0.epub" [1]
2025-02-10 URL:https://objects.githubusercontent.com/github-production-release-asset-2e65be/172751036/c3475900-39a9-11e9-9680-103fe3a341c1?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=releaseassetproduction%2F20250210%2Fus-east-1%2Fs3%2Faws4_request&X-Amz-Date=20250210T215031Z&X-Amz-Expires=300&X-Amz-Signature=a78f28fdf62a89183482d55e367056c21a37bdfb6299e452653fec7cd9f1b5f9&X-Amz-SignedHeaders=host&response-content-disposition=attachment%3B%20filename%3Dexpo-sdk-v32.0.0.mobi&response-content-type=application%2Foctet-stream [5020915/5020915] -> "warren-bank-releases/expo-docs-ebook/v1.0.0/expo-sdk-v32.0.0.mobi" [1]
2025-02-10 URL:https://objects.githubusercontent.com/github-production-release-asset-2e65be/172751036/487e3e00-39a9-11e9-8cff-4f846d75b7a2?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=releaseassetproduction%2F20250210%2Fus-east-1%2Fs3%2Faws4_request&X-Amz-Date=20250210T215117Z&X-Amz-Expires=300&X-Amz-Signature=309e94c2f9432b59e7b8c4fe50818601218fe49579ce111c302f36b6c5da81ed&X-Amz-SignedHeaders=host&response-content-disposition=attachment%3B%20filename%3Dexpo-sdk-v32.0.0.pdf&response-content-type=application%2Foctet-stream [8521541/8521541] -> "warren-bank-releases/expo-docs-ebook/v1.0.0/expo-sdk-v32.0.0.pdf" [1]
2025-02-10 URL:https://codeload.github.com/warren-bank/expo-docs-ebook/legacy.zip/refs/tags/v1.0.0 [622904] -> "warren-bank-releases/expo-docs-ebook/v1.0.0/source/expo-docs-ebook-v1.0.0.zip" [1]
2025-02-10 URL:https://objects.githubusercontent.com/github-production-release-asset-2e65be/702890252/1b281e42-b59d-435c-89f7-1ba7198d22fb?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=releaseassetproduction%2F20250210%2Fus-east-1%2Fs3%2Faws4_request&X-Amz-Date=20250210T215312Z&X-Amz-Expires=300&X-Amz-Signature=e83aff3bf30536741af5263ffb563ff981ee2a207b58c436c68e4a3fabd321bd&X-Amz-SignedHeaders=host&response-content-disposition=attachment%3B%20filename%3Dvirtualenv.7z&response-content-type=application%2Foctet-stream [42009948/42009948] -> "warren-bank-releases/fdroidserver-for-windows/v2.0.2/virtualenv.7z" [1]
2025-02-10 URL:https://objects.githubusercontent.com/github-production-release-asset-2e65be/702890252/73ff1aeb-1f65-44d9-8ca5-9cc03c0f2265?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=releaseassetproduction%2F20250210%2Fus-east-1%2Fs3%2Faws4_request&X-Amz-Date=20250210T215453Z&X-Amz-Expires=300&X-Amz-Signature=ba006eb2212b23090a778e8978853341491671a73051471dad3d0b09c6d2481a&X-Amz-SignedHeaders=host&response-content-disposition=attachment%3B%20filename%3Dvirtualenv.fix-issue-1.7z&response-content-type=application%2Foctet-stream [42009053/42009053] -> "warren-bank-releases/fdroidserver-for-windows/v2.0.2/virtualenv.fix-issue-1.7z" [1]
2025-02-10 URL:https://codeload.github.com/warren-bank/fdroidserver-for-windows/legacy.zip/refs/tags/v2.0.2 [3064000] -> "warren-bank-releases/fdroidserver-for-windows/v2.0.2/source/fdroidserver-for-windows-v2.0.2.zip" [1]
2025-02-10 URL:https://objects.githubusercontent.com/github-production-release-asset-2e65be/721013571/ced6d1c9-72da-4054-9779-838565227ff1?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=releaseassetproduction%2F20250210%2Fus-east-1%2Fs3%2Faws4_request&X-Amz-Date=20250210T215640Z&X-Amz-Expires=300&X-Amz-Signature=a7310cbf5bba167c62cae3ef4e381fe0a2fb46bc12135576daa3f7f87f254a8c&X-Amz-SignedHeaders=host&response-content-disposition=attachment%3B%20filename%3DDroidify-0.5.9.5-fork-v1.0.0-release.apk&response-content-type=application%2Fvnd.android.package-archive [4329237/4329237] -> "warren-bank-releases/fork-Android-Droidify/fork/0.5.9.5/v1.0.0/Droidify-0.5.9.5-fork-v1.0.0-release.apk" [1]
2025-02-10 URL:https://codeload.github.com/warren-bank/fork-Android-Droidify/legacy.zip/refs/tags/fork/0.5.9.5/v1.0.0 [3183627] -> "warren-bank-releases/fork-Android-Droidify/fork/0.5.9.5/v1.0.0/source/fork-Android-Droidify-fork-0.5.9.5-v1.0.0.zip" [1]
2025-02-10 URL:https://objects.githubusercontent.com/github-production-release-asset-2e65be/705887519/88ac1530-e2ff-4769-82c9-742f3be55ac1?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=releaseassetproduction%2F20250210%2Fus-east-1%2Fs3%2Faws4_request&X-Amz-Date=20250210T215736Z&X-Amz-Expires=300&X-Amz-Signature=0478d6d7b617a9e9478db5302c50c70b447ccd746c8af40efdc1c64d28043af5&X-Amz-SignedHeaders=host&response-content-disposition=attachment%3B%20filename%3Dfdroidclient-1.02.2-fork-v1.0.0-release.apk&response-content-type=application%2Fvnd.android.package-archive [7344215/7344215] -> "warren-bank-releases/fork-Android-fdroidclient/fork/1.2.2/v1.0.0/fdroidclient-1.02.2-fork-v1.0.0-release.apk" [1]
2025-02-10 URL:https://codeload.github.com/warren-bank/fork-Android-fdroidclient/legacy.zip/refs/tags/fork/1.2.2/v1.0.0 [9642139] -> "warren-bank-releases/fork-Android-fdroidclient/fork/1.2.2/v1.0.0/source/fork-Android-fdroidclient-fork-1.2.2-v1.0.0.zip" [1]
2025-02-10 URL:https://objects.githubusercontent.com/github-production-release-asset-2e65be/705887519/09c318e4-d2e2-471d-9fab-bae50fb8fa6c?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=releaseassetproduction%2F20250210%2Fus-east-1%2Fs3%2Faws4_request&X-Amz-Date=20250210T215847Z&X-Amz-Expires=300&X-Amz-Signature=58b2f45b8a977e4c111c07ac5c0c5800542cdcc06f0f4b07e6e10e070644df70&X-Amz-SignedHeaders=host&response-content-disposition=attachment%3B%20filename%3Dfdroidclient-1.18.0-fork-v1.0.0-basic-release.apk&response-content-type=application%2Fvnd.android.package-archive [11384240/11384240] -> "warren-bank-releases/fork-Android-fdroidclient/fork/1.18.0/v1.0.0/fdroidclient-1.18.0-fork-v1.0.0-basic-release.apk" [1]
2025-02-10 URL:https://objects.githubusercontent.com/github-production-release-asset-2e65be/705887519/d8047f5a-89c7-4dba-8aff-8391cd9354f4?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=releaseassetproduction%2F20250210%2Fus-east-1%2Fs3%2Faws4_request&X-Amz-Date=20250210T215911Z&X-Amz-Expires=300&X-Amz-Signature=0d31b3bbd61d76989b29c61c43b8c97fecdc25e7c3ff7f9387b823cbf27acb5b&X-Amz-SignedHeaders=host&response-content-disposition=attachment%3B%20filename%3Dfdroidclient-1.18.0-fork-v1.0.0-full-release.apk&response-content-type=application%2Fvnd.android.package-archive [12223995/12223995] -> "warren-bank-releases/fork-Android-fdroidclient/fork/1.18.0/v1.0.0/fdroidclient-1.18.0-fork-v1.0.0-full-release.apk" [1]
2025-02-10 URL:https://codeload.github.com/warren-bank/fork-Android-fdroidclient/legacy.zip/refs/tags/fork/1.18.0/v1.0.0 [6300027] -> "warren-bank-releases/fork-Android-fdroidclient/fork/1.18.0/v1.0.0/source/fork-Android-fdroidclient-fork-1.18.0-v1.0.0.zip" [1]
2025-02-10 URL:https://objects.githubusercontent.com/github-production-release-asset-2e65be/745484150/9eb49f7a-05b0-4351-9600-173dbf8cd939?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=releaseassetproduction%2F20250210%2Fus-east-1%2Fs3%2Faws4_request&X-Amz-Date=20250210T215954Z&X-Amz-Expires=300&X-Amz-Signature=c0546f24469898cc54baaa0057ecd8109db5713f9ffea3e0b96d2cdbc1abaca9&X-Amz-SignedHeaders=host&response-content-disposition=attachment%3B%20filename%3DHauk-1.6.2-1.00.00-19API-withAllLanguageTranslations-withInternalConscryptSecurityProvider-arm64-v8a-release.apk&response-content-type=application%2Fvnd.android.package-archive [2430329/2430329] -> "warren-bank-releases/fork-Android-Hauk/fork/v1.6.2/minsdk-19/v1.0.0/Hauk-1.6.2-1.00.00-19API-withAllLanguageTranslations-withInternalConscryptSecurityProvider-arm64-v8a-release.apk" [1]
2025-02-10 URL:https://objects.githubusercontent.com/github-production-release-asset-2e65be/745484150/361f9935-8f50-4529-bfe9-3f2289e6d082?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=releaseassetproduction%2F20250210%2Fus-east-1%2Fs3%2Faws4_request&X-Amz-Date=20250210T220045Z&X-Amz-Expires=300&X-Amz-Signature=8c2eaf1f7bf32ca599a359a739e2597f9551120f0e921e8ef6d2a517bef04175&X-Amz-SignedHeaders=host&response-content-disposition=attachment%3B%20filename%3DHauk-1.6.2-1.00.00-19API-withAllLanguageTranslations-withInternalConscryptSecurityProvider-armeabi-v7a-release.apk&response-content-type=application%2Fvnd.android.package-archive [2249614/2249614] -> "warren-bank-releases/fork-Android-Hauk/fork/v1.6.2/minsdk-19/v1.0.0/Hauk-1.6.2-1.00.00-19API-withAllLanguageTranslations-withInternalConscryptSecurityProvider-armeabi-v7a-release.apk" [1]
2025-02-10 URL:https://objects.githubusercontent.com/github-production-release-asset-2e65be/745484150/2c52d1db-083c-48cd-8f89-ac66b9d857ed?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=releaseassetproduction%2F20250210%2Fus-east-1%2Fs3%2Faws4_request&X-Amz-Date=20250210T220047Z&X-Amz-Expires=300&X-Amz-Signature=1bf066868d8580b0fca7a0adbea53601ff16678c27cde74741643339fb9d679a&X-Amz-SignedHeaders=host&response-content-disposition=attachment%3B%20filename%3DHauk-1.6.2-1.00.00-19API-withAllLanguageTranslations-withInternalConscryptSecurityProvider-x86-release.apk&response-content-type=application%2Fvnd.android.package-archive [2516400/2516400] -> "warren-bank-releases/fork-Android-Hauk/fork/v1.6.2/minsdk-19/v1.0.0/Hauk-1.6.2-1.00.00-19API-withAllLanguageTranslations-withInternalConscryptSecurityProvider-x86-release.apk" [1]
2025-02-10 URL:https://objects.githubusercontent.com/github-production-release-asset-2e65be/745484150/b0f863e4-ca23-41db-a10d-71b4045c0925?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=releaseassetproduction%2F20250210%2Fus-east-1%2Fs3%2Faws4_request&X-Amz-Date=20250210T220104Z&X-Amz-Expires=300&X-Amz-Signature=7ef1444e8e6315d668d8048faf5e4c00ababea26594dabfd760dba167d90cb9b&X-Amz-SignedHeaders=host&response-content-disposition=attachment%3B%20filename%3DHauk-1.6.2-1.00.00-19API-withAllLanguageTranslations-withInternalConscryptSecurityProvider-x86_64-release.apk&response-content-type=application%2Fvnd.android.package-archive [2579689/2579689] -> "warren-bank-releases/fork-Android-Hauk/fork/v1.6.2/minsdk-19/v1.0.0/Hauk-1.6.2-1.00.00-19API-withAllLanguageTranslations-withInternalConscryptSecurityProvider-x86_64-release.apk" [1]
2025-02-10 URL:https://objects.githubusercontent.com/github-production-release-asset-2e65be/745484150/7d5f40a4-20f1-4f9b-8883-c11dfb5e9489?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=releaseassetproduction%2F20250210%2Fus-east-1%2Fs3%2Faws4_request&X-Amz-Date=20250210T220138Z&X-Amz-Expires=300&X-Amz-Signature=2dd5e39e589107e5b4513a9681c325bc93e2ae378cab4eaa17fb0b97bea3853e&X-Amz-SignedHeaders=host&response-content-disposition=attachment%3B%20filename%3DHauk-1.6.2-1.00.00-19API-withAllLanguageTranslations-withSharedExternalConscryptOrDefaultSecurityProvider-release.apk&response-content-type=application%2Fvnd.android.package-archive [1477267/1477267] -> "warren-bank-releases/fork-Android-Hauk/fork/v1.6.2/minsdk-19/v1.0.0/Hauk-1.6.2-1.00.00-19API-withAllLanguageTranslations-withSharedExternalConscryptOrDefaultSecurityProvider-release.apk" [1]
2025-02-10 URL:https://codeload.github.com/warren-bank/fork-Android-Hauk/legacy.zip/refs/tags/fork/v1.6.2/minsdk-19/v1.0.0 [1501524] -> "warren-bank-releases/fork-Android-Hauk/fork/v1.6.2/minsdk-19/v1.0.0/source/fork-Android-Hauk-fork-v1.6.2-minsdk-19-v1.0.0.zip" [1]
2025-02-10 URL:https://objects.githubusercontent.com/github-production-release-asset-2e65be/428174680/9a2ec90f-596d-4860-b781-e31c0637fa52?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=releaseassetproduction%2F20250210%2Fus-east-1%2Fs3%2Faws4_request&X-Amz-Date=20250210T220233Z&X-Amz-Expires=300&X-Amz-Signature=df6b75a03ac3fdbeb5d16c3568e4318ec9122f7252f6f5e469b61460b4bd29e5&X-Amz-SignedHeaders=host&response-content-disposition=attachment%3B%20filename%3DHttper-1.04.02-periodic-requests-service-arm64-v8a-release.apk&response-content-type=application%2Fvnd.android.package-archive [3681684/3681684] -> "warren-bank-releases/fork-Android-Httper/1.04.02-periodic-requests-service/Httper-1.04.02-periodic-requests-service-arm64-v8a-release.apk" [1]
2025-02-10 URL:https://objects.githubusercontent.com/github-production-release-asset-2e65be/428174680/881a4dab-db7f-48da-a358-c6e75821fb00?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=releaseassetproduction%2F20250210%2Fus-east-1%2Fs3%2Faws4_request&X-Amz-Date=20250210T220259Z&X-Amz-Expires=300&X-Amz-Signature=f6a2076c5359b5e2f97a2068ff61e7cebf3cd6e1832bb734ef1ed677d1f5234c&X-Amz-SignedHeaders=host&response-content-disposition=attachment%3B%20filename%3DHttper-1.04.02-periodic-requests-service-armeabi-v7a-release.apk&response-content-type=application%2Fvnd.android.package-archive [3500968/3500968] -> "warren-bank-releases/fork-Android-Httper/1.04.02-periodic-requests-service/Httper-1.04.02-periodic-requests-service-armeabi-v7a-release.apk" [1]
2025-02-10 URL:https://objects.githubusercontent.com/github-production-release-asset-2e65be/428174680/61852691-b46b-403d-b13c-4a903afafbed?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=releaseassetproduction%2F20250210%2Fus-east-1%2Fs3%2Faws4_request&X-Amz-Date=20250210T220345Z&X-Amz-Expires=300&X-Amz-Signature=51a005ab238b89f9b3aa29f4261933e1b1e8716eed6536669ea7de40bb972ff6&X-Amz-SignedHeaders=host&response-content-disposition=attachment%3B%20filename%3DHttper-1.04.02-periodic-requests-service-x86-release.apk&response-content-type=application%2Fvnd.android.package-archive [3767755/3767755] -> "warren-bank-releases/fork-Android-Httper/1.04.02-periodic-requests-service/Httper-1.04.02-periodic-requests-service-x86-release.apk" [1]
2025-02-10 URL:https://objects.githubusercontent.com/github-production-release-asset-2e65be/428174680/9f608ad4-9a4d-477b-9666-2599bd8a7006?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=releaseassetproduction%2F20250210%2Fus-east-1%2Fs3%2Faws4_request&X-Amz-Date=20250210T220358Z&X-Amz-Expires=300&X-Amz-Signature=1dbaedc2ebca2428fefd4e002f6b2727681b7d4f7b339db0913a943004bf6b6a&X-Amz-SignedHeaders=host&response-content-disposition=attachment%3B%20filename%3DHttper-1.04.02-periodic-requests-service-x86_64-release.apk&response-content-type=application%2Fvnd.android.package-archive [3831053/3831053] -> "warren-bank-releases/fork-Android-Httper/1.04.02-periodic-requests-service/Httper-1.04.02-periodic-requests-service-x86_64-release.apk" [1]
2025-02-10 URL:https://codeload.github.com/warren-bank/fork-Android-Httper/legacy.zip/refs/tags/1.04.02-periodic-requests-service [11319974] -> "warren-bank-releases/fork-Android-Httper/1.04.02-periodic-requests-service/source/fork-Android-Httper-1.04.02-periodic-requests-service.zip" [1]
2025-02-10 URL:https://objects.githubusercontent.com/github-production-release-asset-2e65be/428174680/e01d4462-64a7-4b7b-90bb-93aab665934e?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=releaseassetproduction%2F20250210%2Fus-east-1%2Fs3%2Faws4_request&X-Amz-Date=20250210T220532Z&X-Amz-Expires=300&X-Amz-Signature=ab023b9d42aa5d8c4658c476804d3bc30a968ae0d93fd7700c9d7ea60a358d70&X-Amz-SignedHeaders=host&response-content-disposition=attachment%3B%20filename%3DHttper-1.04.01-periodic-requests-service-arm64-v8a-release.apk&response-content-type=application%2Fvnd.android.package-archive [2609630/2609630] -> "warren-bank-releases/fork-Android-Httper/1.04.01-periodic-requests-service/Httper-1.04.01-periodic-requests-service-arm64-v8a-release.apk" [1]
2025-02-10 URL:https://objects.githubusercontent.com/github-production-release-asset-2e65be/428174680/ce45ae51-29fd-4fc6-8699-c8183b22798a?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=releaseassetproduction%2F20250210%2Fus-east-1%2Fs3%2Faws4_request&X-Amz-Date=20250210T220534Z&X-Amz-Expires=300&X-Amz-Signature=767ca2fe2450154c0a07c1fe6f086f4ddec52da8cd4cf525501ecf335ab80552&X-Amz-SignedHeaders=host&response-content-disposition=attachment%3B%20filename%3DHttper-1.04.01-periodic-requests-service-armeabi-v7a-release.apk&response-content-type=application%2Fvnd.android.package-archive [2423590/2423590] -> "warren-bank-releases/fork-Android-Httper/1.04.01-periodic-requests-service/Httper-1.04.01-periodic-requests-service-armeabi-v7a-release.apk" [1]
2025-02-10 URL:https://objects.githubusercontent.com/github-production-release-asset-2e65be/428174680/63220e0f-1ba9-499b-b5b0-bf8371425499?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=releaseassetproduction%2F20250210%2Fus-east-1%2Fs3%2Faws4_request&X-Amz-Date=20250210T220547Z&X-Amz-Expires=300&X-Amz-Signature=f6bb05636b55a316b06968e108f450d37966439be038e45f8b1956861ce11486&X-Amz-SignedHeaders=host&response-content-disposition=attachment%3B%20filename%3DHttper-1.04.01-periodic-requests-service-x86-release.apk&response-content-type=application%2Fvnd.android.package-archive [2672516/2672516] -> "warren-bank-releases/fork-Android-Httper/1.04.01-periodic-requests-service/Httper-1.04.01-periodic-requests-service-x86-release.apk" [1]
2025-02-10 URL:https://objects.githubusercontent.com/github-production-release-asset-2e65be/428174680/3808e028-aeb5-4365-9fba-1228ad5deba9?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=releaseassetproduction%2F20250210%2Fus-east-1%2Fs3%2Faws4_request&X-Amz-Date=20250210T220630Z&X-Amz-Expires=300&X-Amz-Signature=3c403050edd954a3f837a7972f362e155f33f59ff9d13c98abec66807919aaa2&X-Amz-SignedHeaders=host&response-content-disposition=attachment%3B%20filename%3DHttper-1.04.01-periodic-requests-service-x86_64-release.apk&response-content-type=application%2Fvnd.android.package-archive [2746034/2746034] -> "warren-bank-releases/fork-Android-Httper/1.04.01-periodic-requests-service/Httper-1.04.01-periodic-requests-service-x86_64-release.apk" [1]
2025-02-10 URL:https://codeload.github.com/warren-bank/fork-Android-Httper/legacy.zip/refs/tags/1.04.01-periodic-requests-service [11317549] -> "warren-bank-releases/fork-Android-Httper/1.04.01-periodic-requests-service/source/fork-Android-Httper-1.04.01-periodic-requests-service.zip" [1]
2025-02-10 URL:https://objects.githubusercontent.com/github-production-release-asset-2e65be/310177258/a346a600-1f90-11eb-8bf3-1268972495d2?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=releaseassetproduction%2F20250210%2Fus-east-1%2Fs3%2Faws4_request&X-Amz-Date=20250210T220720Z&X-Amz-Expires=300&X-Amz-Signature=37e8cbc5e762ccea1fc46dfaed320b4a510f5b90db378ed08d571ccaff2bb3a5&X-Amz-SignedHeaders=host&response-content-disposition=attachment%3B%20filename%3DKeePassDX-libre-release.apk&response-content-type=application%2Fvnd.android.package-archive [9224075/9224075] -> "warren-bank-releases/fork-Android-KeePassDX/fork/01-reset-group-when-url-opens/v2.9.1-002/KeePassDX-libre-release.apk" [1]
2025-02-10 URL:https://codeload.github.com/warren-bank/fork-Android-KeePassDX/legacy.zip/refs/tags/fork/01-reset-group-when-url-opens/v2.9.1-002 [14015668] -> "warren-bank-releases/fork-Android-KeePassDX/fork/01-reset-group-when-url-opens/v2.9.1-002/source/fork-Android-KeePassDX-fork-01-reset-group-when-url-opens-v2.9.1-002.zip" [1]
2025-02-10 URL:https://objects.githubusercontent.com/github-production-release-asset-2e65be/310177258/f6a10000-1f60-11eb-8f13-728c93df3b87?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=releaseassetproduction%2F20250210%2Fus-east-1%2Fs3%2Faws4_request&X-Amz-Date=20250210T220914Z&X-Amz-Expires=300&X-Amz-Signature=3636394cd370f751bc7177d502fd1231a5d8e57f74e10af75024eb35c04b6073&X-Amz-SignedHeaders=host&response-content-disposition=attachment%3B%20filename%3DKeePassDX-libre-release.apk&response-content-type=application%2Fvnd.android.package-archive [9224075/9224075] -> "warren-bank-releases/fork-Android-KeePassDX/fork/01-reset-group-when-url-opens/v2.9.1-001/KeePassDX-libre-release.apk" [1]
2025-02-10 URL:https://codeload.github.com/warren-bank/fork-Android-KeePassDX/legacy.zip/refs/tags/fork/01-reset-group-when-url-opens/v2.9.1-001 [14015489] -> "warren-bank-releases/fork-Android-KeePassDX/fork/01-reset-group-when-url-opens/v2.9.1-001/source/fork-Android-KeePassDX-fork-01-reset-group-when-url-opens-v2.9.1-001.zip" [1]
2025-02-10 URL:https://objects.githubusercontent.com/github-production-release-asset-2e65be/223485171/f4c1ff80-c4a3-11eb-871f-22d46e60b65b?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=releaseassetproduction%2F20250210%2Fus-east-1%2Fs3%2Faws4_request&X-Amz-Date=20250210T221018Z&X-Amz-Expires=300&X-Amz-Signature=fe24783638098d7813c7b78612855d1f789702a333c05d66115d54f1ea527a33&X-Amz-SignedHeaders=host&response-content-disposition=attachment%3B%20filename%3DMy-Places-release.apk&response-content-type=application%2Fvnd.android.package-archive [1925639/1925639] -> "warren-bank-releases/fork-Android-My-Places/modified/v1.20.01/My-Places-release.apk" [1]
2025-02-10 URL:https://codeload.github.com/warren-bank/fork-Android-My-Places/legacy.zip/refs/tags/modified/v1.20.01 [1176069] -> "warren-bank-releases/fork-Android-My-Places/modified/v1.20.01/source/fork-Android-My-Places-modified-v1.20.01.zip" [1]
2025-02-10 URL:https://objects.githubusercontent.com/github-production-release-asset-2e65be/223485171/e6198600-0ec5-11ea-87bb-44bb2c64ec07?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=releaseassetproduction%2F20250210%2Fus-east-1%2Fs3%2Faws4_request&X-Amz-Date=20250210T221126Z&X-Amz-Expires=300&X-Amz-Signature=7c51da9ae61dc29abefc55d41d2bcca739195b869eb7842c3e358bb2716769a1&X-Amz-SignedHeaders=host&response-content-disposition=attachment%3B%20filename%3DMy-Places-release.apk&response-content-type=application%2Fvnd.android.package-archive [1928117/1928117] -> "warren-bank-releases/fork-Android-My-Places/modified/v1.20-reverse-geocode-provider/My-Places-release.apk" [1]
2025-02-10 URL:https://codeload.github.com/warren-bank/fork-Android-My-Places/legacy.zip/refs/tags/modified/v1.20-reverse-geocode-provider [1171898] -> "warren-bank-releases/fork-Android-My-Places/modified/v1.20-reverse-geocode-provider/source/fork-Android-My-Places-modified-v1.20-reverse-geocode-provider.zip" [1]
2025-02-10 URL:https://objects.githubusercontent.com/github-production-release-asset-2e65be/223485171/ea836780-0e0f-11ea-885f-5598ed59a431?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=releaseassetproduction%2F20250210%2Fus-east-1%2Fs3%2Faws4_request&X-Amz-Date=20250210T221139Z&X-Amz-Expires=300&X-Amz-Signature=a63e3d3eac023b19cb7c10f9882117656a46ddd9edd11dce927c585c1a2acdcd&X-Amz-SignedHeaders=host&response-content-disposition=attachment%3B%20filename%3DMy-Places-release.apk&response-content-type=application%2Fvnd.android.package-archive [1926434/1926434] -> "warren-bank-releases/fork-Android-My-Places/modified/v1.20-osmdroid/My-Places-release.apk" [1]
2025-02-10 URL:https://codeload.github.com/warren-bank/fork-Android-My-Places/legacy.zip/refs/tags/modified/v1.20-osmdroid [1171228] -> "warren-bank-releases/fork-Android-My-Places/modified/v1.20-osmdroid/source/fork-Android-My-Places-modified-v1.20-osmdroid.zip" [1]
2025-02-10 URL:https://objects.githubusercontent.com/github-production-release-asset-2e65be/223485171/00ddf300-0e11-11ea-82b6-3ffff555df06?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=releaseassetproduction%2F20250210%2Fus-east-1%2Fs3%2Faws4_request&X-Amz-Date=20250210T221203Z&X-Amz-Expires=300&X-Amz-Signature=1930c5dfc94aceb24ff00960447ef9d64a010bcc411bf1c55ef6f6cf8a3a6eb2&X-Amz-SignedHeaders=host&response-content-disposition=attachment%3B%20filename%3DMy-Places-release.apk&response-content-type=application%2Fvnd.android.package-archive [1773178/1773178] -> "warren-bank-releases/fork-Android-My-Places/unmodified/v1.20-PlayStore/My-Places-release.apk" [1]
2025-02-10 URL:https://codeload.github.com/warren-bank/fork-Android-My-Places/legacy.zip/refs/tags/unmodified/v1.20-PlayStore [1171653] -> "warren-bank-releases/fork-Android-My-Places/unmodified/v1.20-PlayStore/source/fork-Android-My-Places-unmodified-v1.20-PlayStore.zip" [1]
2025-02-10 URL:https://objects.githubusercontent.com/github-production-release-asset-2e65be/104628776/43b832ac-36a2-48b5-bd90-22ec3528b82f?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=releaseassetproduction%2F20250210%2Fus-east-1%2Fs3%2Faws4_request&X-Amz-Date=20250210T221227Z&X-Amz-Expires=300&X-Amz-Signature=43d1d68e7b184d2e5488357f263a85c7164a295c1287c51572ea5c12a7c47635&X-Amz-SignedHeaders=host&response-content-disposition=attachment%3B%20filename%3DPlumble.apk&response-content-type=application%2Fvnd.android.package-archive [5814687/5814687] -> "warren-bank-releases/fork-Android-Plumble/3.3.0-rc1.mod-0.0.11/Plumble.apk" [1]
2025-02-10 URL:https://codeload.github.com/warren-bank/fork-Android-Plumble/legacy.zip/refs/tags/3.3.0-rc1.mod-0.0.11 [829103] -> "warren-bank-releases/fork-Android-Plumble/3.3.0-rc1.mod-0.0.11/source/fork-Android-Plumble-3.3.0-rc1.mod-0.0.11.zip" [1]
